index,operation,numcells,column,expression
0,Create project
1,Text transform,410,MarketName,value.trim()
2,Text transform,8816,FMID,value.toNumber()
3,Text transform,8264,updateTime,value.toDate()
4,Rename column x to Longitude
5,Rename column y to Latitude
6,Text transform,8788,Latitude,value.toNumber()
7,Text transform,8788,Longitude,value.toNumber()
8,Mass edit,742,County
9,Mass edit,400,city
10,Mass edit,460,city
11,Mass edit,1940,city
12,Mass edit,193,MarketName
13,Mass edit,73,MarketName
14,Mass edit,134,MarketName
15,Mass edit,208,MarketName
16,Mass edit,60,MarketName
17,Mass edit,4,MarketName
18,Rename column street to Street
19,Rename column city to City
20,Rename column zip to Zip
21,Rename column updateTime to UpdateTime
22,Mass edit,1,Season1Date
23,Mass edit,1,Season1Date
24,Mass edit,4,Season1Date
25,Mass edit,2,Season1Date
26,Mass edit,2,Season1Date
27,Mass edit,1,Season1Date
28,Mass edit,1,Season1Date
29,Mass edit,1,Season1Date
30,Mass edit,1,Season1Date
31,Mass edit,1,Season1Date
32,Mass edit,1,Season1Date
33,Mass edit,1,Season1Date
34,Mass edit,1,Season1Date
35,Mass edit,1,Season1Date
36,Mass edit,1,Season1Date
37,Mass edit,1,Season1Date
38,Mass edit,1,Season1Date
39,Mass edit,1,Season1Date
40,Mass edit,1,Season1Date
41,Mass edit,1,Season1Date
42,Mass edit,1,Season1Date
43,Mass edit,1,Season1Date
44,Mass edit,1,Season1Date
45,Mass edit,1,Season1Date
46,Mass edit,1,Season1Date
47,Mass edit,1,Season1Date
48,Mass edit,1,Season1Date
49,Mass edit,1,Season1Date
50,Mass edit,1,Season1Date
51,Mass edit,1,Season1Date
52,Mass edit,2,Season1Date
53,Mass edit,1,Season1Date
54,Mass edit,1,Season1Date
55,Mass edit,1,Season1Date
56,Mass edit,2,Season1Date
57,Mass edit,1,Season1Date
58,Mass edit,2,Season1Date
59,Mass edit,1,Season1Date
60,Mass edit,1,Season1Date
61,Mass edit,2,Season1Date
62,Mass edit,1,Season1Date
63,Mass edit,1,Season1Date
64,Mass edit,1,Season1Date
65,Mass edit,2,Season1Date
66,Mass edit,1,Season1Date
67,Mass edit,1,Season1Date
68,Mass edit,1,Season1Date
69,Mass edit,1,Season1Date
70,Mass edit,1,Season1Date
71,Mass edit,1,Season1Date
72,Mass edit,1,Season1Date
73,Mass edit,3,Season1Date
74,Mass edit,1,Season1Date
75,Mass edit,1,Season1Date
76,Mass edit,1,Season1Date
77,Mass edit,1,Season1Date
78,Mass edit,1,Season1Date
79,Mass edit,1,Season1Date
80,Mass edit,2,Season1Date
81,Mass edit,1,Season1Date
82,Mass edit,1,Season1Date
83,Mass edit,1,Season1Date
84,Mass edit,1,Season1Date
85,Mass edit,1,Season1Date
86,Mass edit,1,Season1Date
87,Mass edit,1,Season1Date
88,Mass edit,1,Season1Date
89,Mass edit,1,Season1Date
90,Mass edit,1,Season1Date
91,Mass edit,1,Season1Date
92,Mass edit,1,Season1Date
93,Mass edit,1,Season1Date
94,Mass edit,2,Season1Date
95,Mass edit,1,Season1Date
96,Mass edit,1,Season1Date
97,Mass edit,1,Season1Date
98,Mass edit,1,Season1Date
99,Mass edit,2,Season1Date
100,Mass edit,1,Season1Date
101,Mass edit,1,Season1Date
102,Mass edit,1,Season1Date
103,Mass edit,1,Season1Date
104,Mass edit,1,Season1Date
105,Mass edit,1,Season1Date
106,Mass edit,1,Season1Date
107,Mass edit,1,Season1Date
108,Mass edit,1,Season1Date
109,Mass edit,2,Season1Date
110,Mass edit,1,Season1Date
111,Mass edit,1,Season1Date
112,Mass edit,1,Season1Date
113,Mass edit,1,Season1Date
114,Mass edit,1,Season1Date
115,Mass edit,1,Season1Date
116,Mass edit,1,Season1Date
117,Mass edit,1,Season1Date
118,Mass edit,3,Season1Date
119,Mass edit,3,Season1Date
120,Mass edit,3,Season1Date
121,Mass edit,1,Season1Date
122,Mass edit,9,Season1Date
123,Mass edit,1,Season1Date
124,Mass edit,1,Season1Date
125,Mass edit,1,Season1Date
126,Mass edit,11,Season1Date
127,Mass edit,1,Season1Date
128,Mass edit,20,Season1Date
129,Mass edit,1,Season1Date
130,Mass edit,4,Season1Date
131,Mass edit,1,Season1Date
132,Mass edit,2,Season1Date
133,Mass edit,2,Season1Date
134,Mass edit,1,Season1Date
135,Mass edit,1,Season1Date
136,Mass edit,2,Season1Date
137,Mass edit,1,Season1Date
138,Mass edit,1,Season1Date
139,Mass edit,1,Season1Date
140,Mass edit,1,Season1Date
141,Mass edit,2,Season1Date
142,Mass edit,1,Season1Date
143,Mass edit,1,Season1Date
144,Mass edit,1,Season1Date
145,Mass edit,1,Season1Date
146,Mass edit,1,Season1Date
147,Mass edit,1,Season1Date
148,Mass edit,1,Season1Date
149,Mass edit,1,Season1Date
150,Mass edit,1,Season1Date
151,Mass edit,1,Season1Date
152,Mass edit,1,Season1Date
153,Mass edit,1,Season1Date
154,Mass edit,1,Season1Date
155,Mass edit,1,Season1Date
156,Mass edit,1,Season1Date
157,Mass edit,1,Season1Date
158,Mass edit,1,Season1Date
159,Mass edit,1,Season1Date
160,Mass edit,1,Season1Date
161,Mass edit,1,Season1Date
162,Mass edit,1,Season1Date
163,Mass edit,1,Season1Date
164,Mass edit,1,Season1Date
165,Mass edit,1,Season1Date
166,Mass edit,1,Season1Date
167,Mass edit,1,Season1Date
168,Mass edit,1,Season1Date
169,Mass edit,2,Season1Date
170,Mass edit,1,Season1Date
171,Mass edit,1,Season1Date
172,Mass edit,109,Season1Date
173,Mass edit,1,Season1Date
174,Mass edit,2,Season1Date
175,Mass edit,6,Season1Date
176,Mass edit,26,Season1Date
177,Mass edit,1,Season1Date
178,Mass edit,18,Season1Date
179,Mass edit,19,Season1Date
180,Mass edit,3,Season1Date
181,Mass edit,1,Season1Date
182,Mass edit,20,Season1Date
183,Mass edit,123,Season1Date
184,Mass edit,1,Season1Date
185,Mass edit,71,Season1Date
186,Mass edit,3,Season1Date
187,Mass edit,2,Season1Date
188,Mass edit,9,Season1Date
189,Mass edit,2,Season1Date
190,Mass edit,2,Season1Date
191,Mass edit,2,Season1Date
192,Mass edit,29,Season1Date
193,Mass edit,156,Season1Date
194,Mass edit,46,Season1Date
195,Mass edit,4,Season1Date
196,Mass edit,3,Season1Date
197,Mass edit,3,Season1Date
198,Mass edit,2,Season1Date
199,Mass edit,1,Season1Date
200,Mass edit,1,Season1Date
201,Mass edit,1,Season2Date
202,Mass edit,1,Season2Date
203,Mass edit,1,Season2Date
204,Mass edit,1,Season2Date
205,Mass edit,1,Season2Date
206,Mass edit,1,Season2Date
207,Mass edit,1,Season2Date
208,Mass edit,1,Season2Date
209,Mass edit,1,Season2Date
210,Mass edit,1,Season2Date
211,Mass edit,1,Season2Date
212,Mass edit,1,Season2Date
213,Mass edit,1,Season2Date
214,Mass edit,1,Season2Date
215,Mass edit,1,Season2Date
216,Mass edit,1,Season2Date
217,Mass edit,1,Season2Date
218,Mass edit,2,Season2Date
219,Mass edit,1,Season2Date
220,Mass edit,1,Season2Date
221,Mass edit,1,Season2Date
222,Mass edit,1,Season2Date
223,Mass edit,2,Season2Date
224,Mass edit,3,Season2Date
225,Mass edit,4,Season2Date
226,Mass edit,2,Season2Date
227,Mass edit,1,Season2Date
228,Mass edit,1,Season2Date
229,Mass edit,1,Season2Date
230,Mass edit,1,Season2Date
231,Mass edit,1,Season3Date
232,Mass edit,1,Season3Date
233,Mass edit,1,Season3Date
234,Mass edit,1,Season3Date
235,Mass edit,1,Season3Date
236,Mass edit,1,Season3Date
237,Mass edit,2,Season3Date
238,Mass edit,5011,Organic
239,Mass edit,3498,Credit
240,Mass edit,5318,Credit
241,Mass edit,6082,WIC
242,Mass edit,2734,WIC
243,Mass edit,7426,WICcash
244,Mass edit,1390,WICcash
245,Mass edit,5940,SFMNP
246,Mass edit,2876,SFMNP
247,Mass edit,5847,SNAP
248,Mass edit,2969,SNAP
249,Mass edit,1361,Organic
250,Mass edit,2444,Organic
251,Mass edit,714,Bakedgoods
252,Mass edit,5282,Bakedgoods
253,Mass edit,3060,Cheese
254,Mass edit,2936,Cheese
255,Mass edit,2275,Crafts
256,Mass edit,3721,Crafts
257,Mass edit,1903,Flowers
258,Mass edit,4093,Flowers
259,Mass edit,1496,Eggs
260,Mass edit,4500,Eggs
261,Mass edit,4519,Seafood
262,Mass edit,1477,Seafood
263,Mass edit,1366,Herbs
264,Mass edit,4630,Herbs
265,Mass edit,159,Vegetables
266,Mass edit,5837,Vegetables
267,Mass edit,1115,Honey
268,Mass edit,4881,Honey
269,Mass edit,1149,Jams
270,Mass edit,4847,Jams
271,Mass edit,4062,Maple
272,Mass edit,1934,Maple
273,Mass edit,2677,Meat
274,Mass edit,3319,Meat
275,Mass edit,5676,Nursery
276,Mass edit,320,Nursery
277,Mass edit,4227,Nuts
278,Mass edit,1769,Nuts
279,Mass edit,2124,Plants
280,Mass edit,3872,Plants
281,Mass edit,3259,Poultry
282,Mass edit,2737,Poultry
283,Mass edit,2330,Prepared
284,Mass edit,3666,Prepared
285,Mass edit,1925,Soap
286,Mass edit,4071,Soap
287,Mass edit,4360,Trees
288,Mass edit,1636,Trees
289,Mass edit,4950,Wine
290,Mass edit,1046,Wine
291,Mass edit,3791,Coffee
292,Mass edit,2205,Coffee
293,Mass edit,5112,Beans
294,Mass edit,884,Beans
295,Mass edit,1043,Fruits
296,Mass edit,4953,Fruits
297,Mass edit,5124,Grains
298,Mass edit,872,Grains
299,Mass edit,4474,Juices
300,Mass edit,1522,Juices
301,Mass edit,4511,Mushrooms
302,Mass edit,1485,Mushrooms
303,Mass edit,4815,PetFood
304,Mass edit,1181,PetFood
305,Mass edit,5751,Tofu
306,Mass edit,245,Tofu
307,Mass edit,5092,WildHarvested
308,Mass edit,904,WildHarvested
309,Text transform,3,MarketName,value.trim()
310,Text transform,50,MarketName,value.replace(/\s+/,' ')
311,Text transform,27,Website,value.trim()
312,Text transform,0,Website,value.replace(/\s+/,' ')
313,Text transform,40,Facebook,value.trim()
314,Text transform,3,Facebook,value.replace(/\s+/,' ')
315,Text transform,9,Twitter,value.trim()
316,Text transform,1,Twitter,value.replace(/\s+/,' ')
317,Text transform,4,Youtube,value.trim()
318,Text transform,0,Youtube,value.replace(/\s+/,' ')
319,Text transform,18,OtherMedia,value.trim()
